dataset,file,num_rows_used,mle_time_sec,surrogate_time_sec
n400,177_400_4.csv,400,2.1914100646972656,0.0105607509613037
n400,352_400_4.csv,400,1.966834306716919,0.0115799903869628
n400,689_400_4.csv,400,1.4999980926513672,0.0057730674743652
n400,762_400_4.csv,400,1.938452959060669,0.0030758380889892
n400,693_400_4.csv,400,3.711954116821289,0.0056891441345214
n400,899_400_4.csv,400,2.4036989212036133,0.0084688663482666
n400,662_400_4.csv,400,4.182584047317505,0.0051310062408447
n400,110_400_4.csv,400,1.139395236968994,0.0088281631469726
n400,22_400_4.csv,400,5.876275062561035,0.0056169033050537
n400,957_400_4.csv,400,8.555686712265015,0.0055689811706542
n400,890_400_4.csv,400,1.014026165008545,0.0029370784759521
n400,786_400_4.csv,400,2.7727749347686768,0.005990982055664
n400,808_400_4.csv,400,2.254520893096924,0.0027060508728027
n400,985_400_4.csv,400,1.5704820156097412,0.0044517517089843
n400,131_400_4.csv,400,1.7262520790100098,0.0084078311920166
n400,408_400_4.csv,400,0.971668004989624,0.0031590461730957
n400,1080_400_4.csv,400,1.115354061126709,0.0052781105041503
n400,1161_400_4.csv,400,1.0091259479522705,0.0057709217071533
n400,797_400_4.csv,400,1.6500811576843262,0.0043797492980957
n400,1055_400_4.csv,400,2.7455570697784424,0.0039470195770263
n400,391_400_4.csv,400,2.6504509449005127,0.0028998851776123
n400,629_400_4.csv,400,1.332383155822754,0.0043838024139404
n400,624_400_4.csv,400,1.7922909259796145,0.0098209381103515
n400,1068_400_4.csv,400,1.0280580520629885,0.005760908126831
n400,220_400_4.csv,400,8.450809240341187,0.0039231777191162
n400,961_400_4.csv,400,2.086155891418457,0.0054819583892822
n400,809_400_4.csv,400,2.686814785003662,0.006868839263916
n400,787_400_4.csv,400,6.639740228652954,0.0069320201873779
n400,228_400_4.csv,400,2.4437010288238525,0.006505012512207
n400,761_400_4.csv,400,1.3149621486663818,0.0053339004516601
n400,1145_400_4.csv,400,4.154675006866455,0.0053939819335937
n400,498_400_4.csv,400,1.1978957653045654,0.0067691802978515
n400,1060_400_4.csv,400,1.0303130149841309,0.0067310333251953
n400,264_400_4.csv,400,5.604825735092163,0.0049831867218017
n400,40_400_4.csv,400,5.656059980392456,0.0057768821716308
n400,807_400_4.csv,400,8.696680307388306,0.0060939788818359
n400,659_400_4.csv,400,2.4536452293395996,0.0073809623718261
n400,196_400_4.csv,400,2.9291927814483643,0.0045630931854248
n400,958_400_4.csv,400,4.065327167510986,0.0063199996948242
n400,170_400_4.csv,400,5.211881875991821,0.0064601898193359
n400,185_400_4.csv,400,3.021417140960694,0.0073091983795166
